image_path,mask_path,has_solar,dataset,split,quality
data/raw\dataset1\test\z18_x184304_y103571_png.rf.fd4c1c4288484e8957dfecdcc505b633.jpg,data/processed\masks\dataset1_test_z18_x184304_y103571_png.rf.fd4c1c4288484e8957dfecdcc505b633.png,0,dataset1,test,high
data/raw\dataset1\test\z18_183509_104621_png.rf.1a13757b42f1b1af15ab77dcc3ff3e0a.jpg,data/processed\masks\dataset1_test_z18_183509_104621_png.rf.1a13757b42f1b1af15ab77dcc3ff3e0a.png,1,dataset1,test,high
data/raw\dataset1\test\z18_x182313_y106976_png.rf.5bdf1b8fbd7960fbb4f8ce1e1f010365.jpg,data/processed\masks\dataset1_test_z18_x182313_y106976_png.rf.5bdf1b8fbd7960fbb4f8ce1e1f010365.png,0,dataset1,test,high
data/raw\dataset1\test\tile_z18_x183130_y104725_jpg.rf.0ea03a314eff2a33a107468396b588b9.jpg,data/processed\masks\dataset1_test_tile_z18_x183130_y104725_jpg.rf.0ea03a314eff2a33a107468396b588b9.png,1,dataset1,test,high
data/raw\dataset1\test\z18_x182321_y106923_png.rf.5edbdb14bb44ebb938f2d7f10421cdaf.jpg,data/processed\masks\dataset1_test_z18_x182321_y106923_png.rf.5edbdb14bb44ebb938f2d7f10421cdaf.png,0,dataset1,test,high
data/raw\dataset1\test\z18_x182354_y106996_png.rf.28939b8311540c4b4198b0aec5e9352d.jpg,data/processed\masks\dataset1_test_z18_x182354_y106996_png.rf.28939b8311540c4b4198b0aec5e9352d.png,0,dataset1,test,high
data/raw\dataset1\test\tile_z18_x183222_y104710_jpg.rf.68696388a3c482c786acaf6319d9a920.jpg,data/processed\masks\dataset1_test_tile_z18_x183222_y104710_jpg.rf.68696388a3c482c786acaf6319d9a920.png,1,dataset1,test,high
data/raw\dataset1\test\z18_x183083_y104723_png.rf.9fbea736901f76142c231ffd67a1e3b8.jpg,data/processed\masks\dataset1_test_z18_x183083_y104723_png.rf.9fbea736901f76142c231ffd67a1e3b8.png,0,dataset1,test,high
data/raw\dataset1\test\z18_183520_104634_png.rf.6e1e4b7931f939f2c1785df5844b486d.jpg,data/processed\masks\dataset1_test_z18_183520_104634_png.rf.6e1e4b7931f939f2c1785df5844b486d.png,1,dataset1,test,high
data/raw\dataset1\test\z18_183248_103854_png.rf.c0fa721de1f85c82330edbe9f509aa82.jpg,data/processed\masks\dataset1_test_z18_183248_103854_png.rf.c0fa721de1f85c82330edbe9f509aa82.png,1,dataset1,test,high
data/raw\dataset1\test\tile_z18_x183220_y104704_jpg.rf.bf972bd68a2cde528852725e5648dbe8.jpg,data/processed\masks\dataset1_test_tile_z18_x183220_y104704_jpg.rf.bf972bd68a2cde528852725e5648dbe8.png,1,dataset1,test,high
data/raw\dataset1\test\z18_x182365_y106957_png.rf.9febb6c95e8390376d5fe1bb15d69a3b.jpg,data/processed\masks\dataset1_test_z18_x182365_y106957_png.rf.9febb6c95e8390376d5fe1bb15d69a3b.png,0,dataset1,test,high
data/raw\dataset1\test\z18_x182320_y106924_png.rf.8e5841b934b268ad306ea7237630493b.jpg,data/processed\masks\dataset1_test_z18_x182320_y106924_png.rf.8e5841b934b268ad306ea7237630493b.png,0,dataset1,test,high
data/raw\dataset1\test\z18_183598_104462_png.rf.2361778884e409c7f701de59c39d0635.jpg,data/processed\masks\dataset1_test_z18_183598_104462_png.rf.2361778884e409c7f701de59c39d0635.png,1,dataset1,test,high
data/raw\dataset1\test\z18_x182338_y106966_png.rf.f7c6ee1a15352c95367ed54e44b73487.jpg,data/processed\masks\dataset1_test_z18_x182338_y106966_png.rf.f7c6ee1a15352c95367ed54e44b73487.png,1,dataset1,test,high
data/raw\dataset1\test\tile_z18_x183141_y104730_jpg.rf.25c4d1bbb4c11b7c7b19d906dfc2703f.jpg,data/processed\masks\dataset1_test_tile_z18_x183141_y104730_jpg.rf.25c4d1bbb4c11b7c7b19d906dfc2703f.png,1,dataset1,test,high
data/raw\dataset1\test\tile_z18_x183134_y104726_jpg.rf.462fe0143ae55fd22d022ae7b975cf69.jpg,data/processed\masks\dataset1_test_tile_z18_x183134_y104726_jpg.rf.462fe0143ae55fd22d022ae7b975cf69.png,1,dataset1,test,high
data/raw\dataset1\test\z18_x183080_y104722_png.rf.0878d7ae1b623a4ff129ee32706daf86.jpg,data/processed\masks\dataset1_test_z18_x183080_y104722_png.rf.0878d7ae1b623a4ff129ee32706daf86.png,1,dataset1,test,high
data/raw\dataset1\test\tile_z18_x183139_y104728_jpg.rf.60d81478afb02f7b672d96d9d08454f5.jpg,data/processed\masks\dataset1_test_tile_z18_x183139_y104728_jpg.rf.60d81478afb02f7b672d96d9d08454f5.png,1,dataset1,test,high
data/raw\dataset1\test\tile_z18_x183218_y104708_jpg.rf.3e79ed825080f553e25537c43aee0cb9.jpg,data/processed\masks\dataset1_test_tile_z18_x183218_y104708_jpg.rf.3e79ed825080f553e25537c43aee0cb9.png,1,dataset1,test,high
data/raw\dataset1\test\z18_x182339_y106969_png.rf.2e3d40df28cf2356e56b46e32e88e96b.jpg,data/processed\masks\dataset1_test_z18_x182339_y106969_png.rf.2e3d40df28cf2356e56b46e32e88e96b.png,1,dataset1,test,high
data/raw\dataset1\test\tile_z18_x183209_y104706_jpg.rf.668f01790c64219e885866147c2ff989.jpg,data/processed\masks\dataset1_test_tile_z18_x183209_y104706_jpg.rf.668f01790c64219e885866147c2ff989.png,1,dataset1,test,high
data/raw\dataset1\test\z18_x183073_y104721_png.rf.bf1474e26718acbb2e0cc154e644790c.jpg,data/processed\masks\dataset1_test_z18_x183073_y104721_png.rf.bf1474e26718acbb2e0cc154e644790c.png,1,dataset1,test,high
data/raw\dataset1\test\z18_x183088_y104727_png.rf.db697a0ff024a6987942495c6727752c.jpg,data/processed\masks\dataset1_test_z18_x183088_y104727_png.rf.db697a0ff024a6987942495c6727752c.png,1,dataset1,test,high
data/raw\dataset1\test\z18_183513_104662_png.rf.8b4c1c683226b2b325a92ebc170b9710.jpg,data/processed\masks\dataset1_test_z18_183513_104662_png.rf.8b4c1c683226b2b325a92ebc170b9710.png,1,dataset1,test,high
data/raw\dataset1\test\z18_x182309_y106922_png.rf.f1fcb77ad9005b9618bc2ab1d1e735eb.jpg,data/processed\masks\dataset1_test_z18_x182309_y106922_png.rf.f1fcb77ad9005b9618bc2ab1d1e735eb.png,0,dataset1,test,high
data/raw\dataset1\test\tile_z18_x183213_y104709_jpg.rf.b1e8719c6d81429c0be2698d43c7d61d.jpg,data/processed\masks\dataset1_test_tile_z18_x183213_y104709_jpg.rf.b1e8719c6d81429c0be2698d43c7d61d.png,1,dataset1,test,high
data/raw\dataset1\test\z18_x183074_y104728_png.rf.e6b84f243f7f5c3b41f9ca23a1575706.jpg,data/processed\masks\dataset1_test_z18_x183074_y104728_png.rf.e6b84f243f7f5c3b41f9ca23a1575706.png,1,dataset1,test,high
data/raw\dataset1\test\z18_x184308_y103564_png.rf.0bd39b3f5a99246de0e63257ce5207ea.jpg,data/processed\masks\dataset1_test_z18_x184308_y103564_png.rf.0bd39b3f5a99246de0e63257ce5207ea.png,0,dataset1,test,high
data/raw\dataset1\test\z18_183503_104644_png.rf.89e8b1b2c98da954863873c076fc8dc6.jpg,data/processed\masks\dataset1_test_z18_183503_104644_png.rf.89e8b1b2c98da954863873c076fc8dc6.png,1,dataset1,test,high
data/raw\dataset1\test\z18_183595_104461_png.rf.ae6311100d72cca537b027f57136ed16.jpg,data/processed\masks\dataset1_test_z18_183595_104461_png.rf.ae6311100d72cca537b027f57136ed16.png,1,dataset1,test,high
data/raw\dataset1\test\z18_183504_104631_png.rf.370feb7882410e7f35f8ae1a49db2e1e.jpg,data/processed\masks\dataset1_test_z18_183504_104631_png.rf.370feb7882410e7f35f8ae1a49db2e1e.png,1,dataset1,test,high
data/raw\dataset1\test\tile_z18_x183146_y104736_jpg.rf.2adc1aa1f3bdbabdf3b2ae799704b3a7.jpg,data/processed\masks\dataset1_test_tile_z18_x183146_y104736_jpg.rf.2adc1aa1f3bdbabdf3b2ae799704b3a7.png,1,dataset1,test,high
data/raw\dataset1\test\tile_z18_x183197_y104698_jpg.rf.6db2c40a1f37158083a0de42074efc43.jpg,data/processed\masks\dataset1_test_tile_z18_x183197_y104698_jpg.rf.6db2c40a1f37158083a0de42074efc43.png,1,dataset1,test,high
data/raw\dataset1\test\z18_x182339_y106985_png.rf.8e1f3f310f98032763b8b60dd7e0fea5.jpg,data/processed\masks\dataset1_test_z18_x182339_y106985_png.rf.8e1f3f310f98032763b8b60dd7e0fea5.png,0,dataset1,test,high
data/raw\dataset1\test\z18_x183085_y104727_png.rf.449c9f30c91296febc505f9e79adbb70.jpg,data/processed\masks\dataset1_test_z18_x183085_y104727_png.rf.449c9f30c91296febc505f9e79adbb70.png,0,dataset1,test,high
data/raw\dataset1\test\z18_x182395_y106959_png.rf.9acfc836c8c756b1d9ccd567e002c802.jpg,data/processed\masks\dataset1_test_z18_x182395_y106959_png.rf.9acfc836c8c756b1d9ccd567e002c802.png,0,dataset1,test,high
data/raw\dataset1\test\z18_x182337_y106966_png.rf.3f4d23bda7f255cfa5c5236960f0566a.jpg,data/processed\masks\dataset1_test_z18_x182337_y106966_png.rf.3f4d23bda7f255cfa5c5236960f0566a.png,0,dataset1,test,high
data/raw\dataset1\test\z18_x183083_y104727_png.rf.699baeffbefbaaec5edf33a5d17b9dc5.jpg,data/processed\masks\dataset1_test_z18_x183083_y104727_png.rf.699baeffbefbaaec5edf33a5d17b9dc5.png,1,dataset1,test,high
data/raw\dataset1\test\tile_z18_x183210_y104707_jpg.rf.5a5e54353f015de4466ec644b0411ef2.jpg,data/processed\masks\dataset1_test_tile_z18_x183210_y104707_jpg.rf.5a5e54353f015de4466ec644b0411ef2.png,1,dataset1,test,high
data/raw\dataset1\test\z18_x184300_y103564_png.rf.e767e966605874f5814311492b37271c.jpg,data/processed\masks\dataset1_test_z18_x184300_y103564_png.rf.e767e966605874f5814311492b37271c.png,0,dataset1,test,high
data/raw\dataset1\test\tile_z18_x183210_y104706_jpg.rf.d840678d5de21ed6208a5e327f0237a0.jpg,data/processed\masks\dataset1_test_tile_z18_x183210_y104706_jpg.rf.d840678d5de21ed6208a5e327f0237a0.png,1,dataset1,test,high
data/raw\dataset1\test\z18_x184305_y103570_png.rf.9fd498b8dd88d84b24bdfe7575bb272e.jpg,data/processed\masks\dataset1_test_z18_x184305_y103570_png.rf.9fd498b8dd88d84b24bdfe7575bb272e.png,0,dataset1,test,high
data/raw\dataset1\test\z18_x182336_y106930_png.rf.f130904e977f51b690409c4ed92fbf7a.jpg,data/processed\masks\dataset1_test_z18_x182336_y106930_png.rf.f130904e977f51b690409c4ed92fbf7a.png,0,dataset1,test,high
data/raw\dataset1\test\tile_z18_x183136_y104734_jpg.rf.6749a7c3b9a17de10e47a07731d347a8.jpg,data/processed\masks\dataset1_test_tile_z18_x183136_y104734_jpg.rf.6749a7c3b9a17de10e47a07731d347a8.png,1,dataset1,test,high
data/raw\dataset1\test\z18_x182354_y107019_png.rf.424fea243136728176ca9a757154b382.jpg,data/processed\masks\dataset1_test_z18_x182354_y107019_png.rf.424fea243136728176ca9a757154b382.png,1,dataset1,test,high
data/raw\dataset1\test\z18_x182347_y106972_png.rf.961afb23e60eb75609e9b26d7fc836cb.jpg,data/processed\masks\dataset1_test_z18_x182347_y106972_png.rf.961afb23e60eb75609e9b26d7fc836cb.png,0,dataset1,test,high
data/raw\dataset1\test\z18_x182383_y107048_png.rf.75580819840e8794c3454b1bb088bb00.jpg,data/processed\masks\dataset1_test_z18_x182383_y107048_png.rf.75580819840e8794c3454b1bb088bb00.png,0,dataset1,test,high
data/raw\dataset1\test\z18_x182358_y106997_png.rf.b05b94d879e944e3a46ce2d318fb50a9.jpg,data/processed\masks\dataset1_test_z18_x182358_y106997_png.rf.b05b94d879e944e3a46ce2d318fb50a9.png,0,dataset1,test,high
data/raw\dataset1\test\z18_x184301_y103570_png.rf.77ade51b274d1a8605fd2d74f2540292.jpg,data/processed\masks\dataset1_test_z18_x184301_y103570_png.rf.77ade51b274d1a8605fd2d74f2540292.png,0,dataset1,test,high
data/raw\dataset1\test\tile_z18_x183205_y104711_jpg.rf.186b51b151d104eaf39161822beb29a8.jpg,data/processed\masks\dataset1_test_tile_z18_x183205_y104711_jpg.rf.186b51b151d104eaf39161822beb29a8.png,1,dataset1,test,high
data/raw\dataset1\test\z18_x184309_y103562_png.rf.c8ff2213e326cf27b9d331f34b79939e.jpg,data/processed\masks\dataset1_test_z18_x184309_y103562_png.rf.c8ff2213e326cf27b9d331f34b79939e.png,0,dataset1,test,high
data/raw\dataset1\test\z18_x183075_y104728_png.rf.424bc564fbaec024e6eb057937f91023.jpg,data/processed\masks\dataset1_test_z18_x183075_y104728_png.rf.424bc564fbaec024e6eb057937f91023.png,1,dataset1,test,high
data/raw\dataset1\test\z18_x183084_y104719_png.rf.9f75684ab6716cfb41b9c9299c516ef1.jpg,data/processed\masks\dataset1_test_z18_x183084_y104719_png.rf.9f75684ab6716cfb41b9c9299c516ef1.png,1,dataset1,test,high
data/raw\dataset1\test\z18_x184301_y103559_png.rf.c0ef2129376c8ec012825b32518d2df6.jpg,data/processed\masks\dataset1_test_z18_x184301_y103559_png.rf.c0ef2129376c8ec012825b32518d2df6.png,0,dataset1,test,high
data/raw\dataset1\test\z18_x182388_y107038_png.rf.560d6f51cf740a59b098fb1026ba9ee5.jpg,data/processed\masks\dataset1_test_z18_x182388_y107038_png.rf.560d6f51cf740a59b098fb1026ba9ee5.png,0,dataset1,test,high
data/raw\dataset1\test\tile_z18_x183195_y104701_jpg.rf.0d04b1cb45ce121d0174f5854a9e08cd.jpg,data/processed\masks\dataset1_test_tile_z18_x183195_y104701_jpg.rf.0d04b1cb45ce121d0174f5854a9e08cd.png,1,dataset1,test,high
data/raw\dataset1\test\z18_x182353_y107097_png.rf.043e4ab00a238f9dc2f5e68831c7943f.jpg,data/processed\masks\dataset1_test_z18_x182353_y107097_png.rf.043e4ab00a238f9dc2f5e68831c7943f.png,0,dataset1,test,high
data/raw\dataset1\test\tile_z18_x183147_y104736_jpg.rf.33ceb9fed52b1d4e995cc61ed6bd46f4.jpg,data/processed\masks\dataset1_test_tile_z18_x183147_y104736_jpg.rf.33ceb9fed52b1d4e995cc61ed6bd46f4.png,1,dataset1,test,high
data/raw\dataset1\test\tile_z18_x183214_y104705_jpg.rf.30ad2b8e9e591734cb35316b60119668.jpg,data/processed\masks\dataset1_test_tile_z18_x183214_y104705_jpg.rf.30ad2b8e9e591734cb35316b60119668.png,1,dataset1,test,high
data/raw\dataset1\test\z18_x182325_y106961_png.rf.28212c7a08b93e810b7cc63d74e07ba7.jpg,data/processed\masks\dataset1_test_z18_x182325_y106961_png.rf.28212c7a08b93e810b7cc63d74e07ba7.png,0,dataset1,test,high
data/raw\dataset1\test\z18_x182340_y106967_png.rf.7bcc5be6eeac0a5d1f78faef417f0e66.jpg,data/processed\masks\dataset1_test_z18_x182340_y106967_png.rf.7bcc5be6eeac0a5d1f78faef417f0e66.png,1,dataset1,test,high
data/raw\dataset1\test\tile_z18_x183197_y104720_jpg.rf.87be383059be008f8be21232cc25e161.jpg,data/processed\masks\dataset1_test_tile_z18_x183197_y104720_jpg.rf.87be383059be008f8be21232cc25e161.png,1,dataset1,test,high
data/raw\dataset1\test\z18_183608_104467_png.rf.403287bcec212c861a6f86d0a9655e8e.jpg,data/processed\masks\dataset1_test_z18_183608_104467_png.rf.403287bcec212c861a6f86d0a9655e8e.png,1,dataset1,test,high
data/raw\dataset1\test\z18_x182358_y106989_png.rf.f5a834a6f0d179b8f098b04c2e5f6f3b.jpg,data/processed\masks\dataset1_test_z18_x182358_y106989_png.rf.f5a834a6f0d179b8f098b04c2e5f6f3b.png,1,dataset1,test,high
data/raw\dataset1\test\z18_183501_104669_png.rf.d53ac78a84ff9d1b2ac7a7750230f30c.jpg,data/processed\masks\dataset1_test_z18_183501_104669_png.rf.d53ac78a84ff9d1b2ac7a7750230f30c.png,1,dataset1,test,high
data/raw\dataset1\test\tile_z18_x183122_y104723_jpg.rf.17942cbfaa7a0e39007d8d6553c0ffff.jpg,data/processed\masks\dataset1_test_tile_z18_x183122_y104723_jpg.rf.17942cbfaa7a0e39007d8d6553c0ffff.png,1,dataset1,test,high
data/raw\dataset1\test\z18_183507_104670_png.rf.079701a0cf70a15f546ab6cc19798630.jpg,data/processed\masks\dataset1_test_z18_183507_104670_png.rf.079701a0cf70a15f546ab6cc19798630.png,1,dataset1,test,high
data/raw\dataset1\test\z18_183522_104644_png.rf.50f30894d3f784c9a5f7a96f8b978055.jpg,data/processed\masks\dataset1_test_z18_183522_104644_png.rf.50f30894d3f784c9a5f7a96f8b978055.png,1,dataset1,test,high
data/raw\dataset1\test\tile_z18_x183187_y104710_jpg.rf.b8d2113b1faa826caba1f2593122d1d0.jpg,data/processed\masks\dataset1_test_tile_z18_x183187_y104710_jpg.rf.b8d2113b1faa826caba1f2593122d1d0.png,1,dataset1,test,high
data/raw\dataset1\test\z18_x184301_y103571_png.rf.733a46aa00e25c2c899f92c5036d2115.jpg,data/processed\masks\dataset1_test_z18_x184301_y103571_png.rf.733a46aa00e25c2c899f92c5036d2115.png,0,dataset1,test,high
data/raw\dataset1\test\z18_x182338_y106930_png.rf.dadfeee8d9a79410e02b4fd0e2bb3291.jpg,data/processed\masks\dataset1_test_z18_x182338_y106930_png.rf.dadfeee8d9a79410e02b4fd0e2bb3291.png,0,dataset1,test,high
data/raw\dataset1\test\z18_x182368_y106923_png.rf.0e7af6f4f679e6897c3b859c9c355de2.jpg,data/processed\masks\dataset1_test_z18_x182368_y106923_png.rf.0e7af6f4f679e6897c3b859c9c355de2.png,0,dataset1,test,high
data/raw\dataset1\test\tile_z18_x183205_y104709_jpg.rf.fa37c0de47d8f3f057030a6f2920e4ca.jpg,data/processed\masks\dataset1_test_tile_z18_x183205_y104709_jpg.rf.fa37c0de47d8f3f057030a6f2920e4ca.png,1,dataset1,test,high
data/raw\dataset1\test\z18_x182337_y106931_png.rf.5ac96670cf29c2c9a8512d07346f3af6.jpg,data/processed\masks\dataset1_test_z18_x182337_y106931_png.rf.5ac96670cf29c2c9a8512d07346f3af6.png,1,dataset1,test,high
data/raw\dataset1\test\z18_x182339_y106966_png.rf.47632d0081a5657a15dafac240b73e0c.jpg,data/processed\masks\dataset1_test_z18_x182339_y106966_png.rf.47632d0081a5657a15dafac240b73e0c.png,0,dataset1,test,high
data/raw\dataset1\test\z18_x182361_y106922_png.rf.8fd2c682dc800b754f19ba9caf79f0e9.jpg,data/processed\masks\dataset1_test_z18_x182361_y106922_png.rf.8fd2c682dc800b754f19ba9caf79f0e9.png,0,dataset1,test,high
data/raw\dataset1\test\tile_z18_x183134_y104736_jpg.rf.7270894239b5925b0104062a49ae7f4d.jpg,data/processed\masks\dataset1_test_tile_z18_x183134_y104736_jpg.rf.7270894239b5925b0104062a49ae7f4d.png,1,dataset1,test,high
data/raw\dataset1\test\z18_x182300_y106922_png.rf.ddc3da33f2f58fbdf1dd8a361e1a122d.jpg,data/processed\masks\dataset1_test_z18_x182300_y106922_png.rf.ddc3da33f2f58fbdf1dd8a361e1a122d.png,0,dataset1,test,high
data/raw\dataset1\test\z18_x182341_y106930_png.rf.fc2560e9a748a1c1b8ddc47e44e73a11.jpg,data/processed\masks\dataset1_test_z18_x182341_y106930_png.rf.fc2560e9a748a1c1b8ddc47e44e73a11.png,0,dataset1,test,high
data/raw\dataset1\test\z18_x182391_y106966_png.rf.edcbdb50746aae3c2e4e4b4b33b8ebce.jpg,data/processed\masks\dataset1_test_z18_x182391_y106966_png.rf.edcbdb50746aae3c2e4e4b4b33b8ebce.png,0,dataset1,test,high
data/raw\dataset1\test\z18_184420_104328_png.rf.b3951740f3a5f6b7923e44217d04b722.jpg,data/processed\masks\dataset1_test_z18_184420_104328_png.rf.b3951740f3a5f6b7923e44217d04b722.png,1,dataset1,test,high
data/raw\dataset1\test\tile_z18_x183117_y104722_jpg.rf.a799e9f68bd0d186cb9345fb3b05c81d.jpg,data/processed\masks\dataset1_test_tile_z18_x183117_y104722_jpg.rf.a799e9f68bd0d186cb9345fb3b05c81d.png,1,dataset1,test,high
data/raw\dataset1\test\z18_x182383_y107013_png.rf.16de2b94d0407e60c10c09ed5747f7a4.jpg,data/processed\masks\dataset1_test_z18_x182383_y107013_png.rf.16de2b94d0407e60c10c09ed5747f7a4.png,1,dataset1,test,high
data/raw\dataset1\test\z18_x184318_y103563_png.rf.ebb4fb65a2df68e445a39124989385c8.jpg,data/processed\masks\dataset1_test_z18_x184318_y103563_png.rf.ebb4fb65a2df68e445a39124989385c8.png,0,dataset1,test,high
data/raw\dataset1\test\z18_x182319_y106924_png.rf.c6b09268fbbd2ef4aab9aa9cecf5ff6f.jpg,data/processed\masks\dataset1_test_z18_x182319_y106924_png.rf.c6b09268fbbd2ef4aab9aa9cecf5ff6f.png,0,dataset1,test,high
data/raw\dataset1\test\tile_z18_x183116_y104722_jpg.rf.6948dd2c4e49507364f034be29e02ded.jpg,data/processed\masks\dataset1_test_tile_z18_x183116_y104722_jpg.rf.6948dd2c4e49507364f034be29e02ded.png,1,dataset1,test,high
data/raw\dataset1\test\tile_z18_x183195_y104698_jpg.rf.654fa034ef75a449017e094cf9dc6174.jpg,data/processed\masks\dataset1_test_tile_z18_x183195_y104698_jpg.rf.654fa034ef75a449017e094cf9dc6174.png,1,dataset1,test,high
data/raw\dataset1\test\z18_x182352_y106992_png.rf.dafa786062acf7da6ff29313054448eb.jpg,data/processed\masks\dataset1_test_z18_x182352_y106992_png.rf.dafa786062acf7da6ff29313054448eb.png,0,dataset1,test,high
data/raw\dataset1\test\z18_x182339_y106967_png.rf.a33b62eaec6d0d5f45164efb590386fb.jpg,data/processed\masks\dataset1_test_z18_x182339_y106967_png.rf.a33b62eaec6d0d5f45164efb590386fb.png,1,dataset1,test,high
data/raw\dataset1\test\tile_z18_x183128_y104727_jpg.rf.4757ab69cb68bfd7c033c94ea9cab135.jpg,data/processed\masks\dataset1_test_tile_z18_x183128_y104727_jpg.rf.4757ab69cb68bfd7c033c94ea9cab135.png,1,dataset1,test,high
data/raw\dataset1\test\z18_x182322_y107000_png.rf.7cb54e76e054f72f04560adeffee2c46.jpg,data/processed\masks\dataset1_test_z18_x182322_y107000_png.rf.7cb54e76e054f72f04560adeffee2c46.png,0,dataset1,test,high
data/raw\dataset1\test\z18_x183083_y104720_png.rf.03543e56a5c70dd5b16e49445b69344d.jpg,data/processed\masks\dataset1_test_z18_x183083_y104720_png.rf.03543e56a5c70dd5b16e49445b69344d.png,1,dataset1,test,high
data/raw\dataset1\test\z18_183508_104621_png.rf.0be7b808253b6a9bbd46b89cabda29c3.jpg,data/processed\masks\dataset1_test_z18_183508_104621_png.rf.0be7b808253b6a9bbd46b89cabda29c3.png,1,dataset1,test,high
data/raw\dataset1\test\z18_x182339_y106971_png.rf.13594a389022b67382a2df2976ec3d2d.jpg,data/processed\masks\dataset1_test_z18_x182339_y106971_png.rf.13594a389022b67382a2df2976ec3d2d.png,1,dataset1,test,high
data/raw\dataset1\test\z18_x184325_y103560_png.rf.3ee319b26be2d2285eaa2ed3f02a529f.jpg,data/processed\masks\dataset1_test_z18_x184325_y103560_png.rf.3ee319b26be2d2285eaa2ed3f02a529f.png,0,dataset1,test,high
data/raw\dataset1\test\z18_x184305_y103564_png.rf.cad43d40ce2504728e2b9617d8b2cf4c.jpg,data/processed\masks\dataset1_test_z18_x184305_y103564_png.rf.cad43d40ce2504728e2b9617d8b2cf4c.png,0,dataset1,test,high
data/raw\dataset1\test\z18_x184290_y103570_png.rf.9d0486afa8cf9fc749b01fefa0b847af.jpg,data/processed\masks\dataset1_test_z18_x184290_y103570_png.rf.9d0486afa8cf9fc749b01fefa0b847af.png,0,dataset1,test,high
data/raw\dataset1\test\tile_z18_x183191_y104712_jpg.rf.5344ed09d81d325537119e7eef729fe6.jpg,data/processed\masks\dataset1_test_tile_z18_x183191_y104712_jpg.rf.5344ed09d81d325537119e7eef729fe6.png,1,dataset1,test,high
data/raw\dataset1\test\z18_x183087_y104725_png.rf.747cbf5c1282c4f14140973943ac45a7.jpg,data/processed\masks\dataset1_test_z18_x183087_y104725_png.rf.747cbf5c1282c4f14140973943ac45a7.png,1,dataset1,test,high
data/raw\dataset1\test\tile_z18_x183132_y104725_jpg.rf.68cdaa71db4a550ae98ac764acb80958.jpg,data/processed\masks\dataset1_test_tile_z18_x183132_y104725_jpg.rf.68cdaa71db4a550ae98ac764acb80958.png,1,dataset1,test,high
data/raw\dataset1\test\tile_z18_x183194_y104712_jpg.rf.ef834eec8ce822a1ba6fc6e9e5d96102.jpg,data/processed\masks\dataset1_test_tile_z18_x183194_y104712_jpg.rf.ef834eec8ce822a1ba6fc6e9e5d96102.png,1,dataset1,test,high
data/raw\dataset1\test\z18_x183076_y104724_png.rf.c854612bc1eccd1fc2f29df91028dae1.jpg,data/processed\masks\dataset1_test_z18_x183076_y104724_png.rf.c854612bc1eccd1fc2f29df91028dae1.png,1,dataset1,test,high
data/raw\dataset1\test\z18_x184375_y104819_png.rf.39e7d79f21be921caa133553366477f6.jpg,data/processed\masks\dataset1_test_z18_x184375_y104819_png.rf.39e7d79f21be921caa133553366477f6.png,1,dataset1,test,high
data/raw\dataset1\test\z18_x182316_y106922_png.rf.2a989fead276129291035e76eb6f33be.jpg,data/processed\masks\dataset1_test_z18_x182316_y106922_png.rf.2a989fead276129291035e76eb6f33be.png,0,dataset1,test,high
data/raw\dataset1\test\z18_183508_104629_png.rf.5df4fb5e13da85308688caa0478266b3.jpg,data/processed\masks\dataset1_test_z18_183508_104629_png.rf.5df4fb5e13da85308688caa0478266b3.png,1,dataset1,test,high
data/raw\dataset1\test\z18_x184320_y103563_png.rf.5c85e494f73081af66ea4723792d9b4b.jpg,data/processed\masks\dataset1_test_z18_x184320_y103563_png.rf.5c85e494f73081af66ea4723792d9b4b.png,0,dataset1,test,high
data/raw\dataset1\test\z18_183501_104657_png.rf.38f05a393d885ccff02709552ac2c17a.jpg,data/processed\masks\dataset1_test_z18_183501_104657_png.rf.38f05a393d885ccff02709552ac2c17a.png,1,dataset1,test,high
data/raw\dataset1\test\z18_x182340_y106970_png.rf.9c979d8e434ef4fd6e78d57ebee12f6f.jpg,data/processed\masks\dataset1_test_z18_x182340_y106970_png.rf.9c979d8e434ef4fd6e78d57ebee12f6f.png,1,dataset1,test,high
data/raw\dataset1\test\z18_x182366_y106922_png.rf.4a5cc392980a9554d6b73543f9fc4d60.jpg,data/processed\masks\dataset1_test_z18_x182366_y106922_png.rf.4a5cc392980a9554d6b73543f9fc4d60.png,0,dataset1,test,high
data/raw\dataset1\test\tile_z18_x183116_y104723_jpg.rf.a6332be8c33e4775dbccd9bb934779c9.jpg,data/processed\masks\dataset1_test_tile_z18_x183116_y104723_jpg.rf.a6332be8c33e4775dbccd9bb934779c9.png,1,dataset1,test,high
data/raw\dataset1\test\z18_183502_104676_png.rf.d144fc691b42efd3e35f946fe9b0829c.jpg,data/processed\masks\dataset1_test_z18_183502_104676_png.rf.d144fc691b42efd3e35f946fe9b0829c.png,1,dataset1,test,high
data/raw\dataset1\test\z18_x184303_y103569_png.rf.22af98286a15f613540658b7cfe81089.jpg,data/processed\masks\dataset1_test_z18_x184303_y103569_png.rf.22af98286a15f613540658b7cfe81089.png,0,dataset1,test,high
data/raw\dataset1\test\z18_x184319_y103564_png.rf.bf1782795a3e0bae3ddd774f1a9a1907.jpg,data/processed\masks\dataset1_test_z18_x184319_y103564_png.rf.bf1782795a3e0bae3ddd774f1a9a1907.png,0,dataset1,test,high
